Violation Description,Violation Month,Violation Time,Age at Violation,State of License,Gender,Police Agency
"ALCOHOL OR DRUGS USAGE",5,"3:55:00 AM",28,"NEW YORK","M","COUNTY OF BROOME  SHERIFF"
"SPEEDING",10,"3:39:00 AM",25,"NEW YORK","M","WURTSBORO STATE POLICE"
"SPEEDING",12,"2:29:00 PM",43,"NEW YORK","F","CITY OF WHITE PLAINS PD"
"DISOBEY",1,"5:07:00 PM",49,"NEW YORK","F","CITY OF POUGHKEEPSIE  PD"
"SPEEDING",2,"1:50:00 PM",31,"NEW YORK","M","CANANDAIGUA STATE POLICE"
"SEAT BELT",5,"12:00:00 AM",69,"NEW YORK","M","WESTPORT STATE POLICE"
"SPEEDING",7,"2:08:00 PM",47,"NEW YORK","M","KINGSTON TWAY STATE POLICE"
"SPEEDING",1,"7:50:00 AM",32,"PENNSYLVANIA","F","COUNTY OF TIOGA  SHERIFF"
"MOBILE PHONE",11,"10:00:00 AM",22,"NEW YORK","F","COUNTY OF ORANGE SHERIFF"
"SPEEDING",2,"10:25:00 AM",37,"NEW YORK","M","KINGSTON TWAY STATE POLICE"
"SPEEDING",5,"12:00:00 AM",21,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"SPEEDING",6,"12:55:00 PM",31,"NEW YORK","M","STORMVILLE STATE POLICE"
"SPEEDING",4,"5:26:00 PM",58,"PENNSYLVANIA","M","COUNTY OF ONONDAGA  SHERIFF"
"SPEEDING",11,"5:17:00 PM",63,"NEW YORK","F","TOWN OF ROTTERDAM  PD"
"DRIVING DANGEROUSLY",7,"5:00:00 PM",53,"NEW YORK","F","BUFFALO TWAY STATE POLICE"
"MOBILE PHONE",4,"7:20:00 PM",21,"NEW YORK","F","BUFFALO TWAY STATE POLICE"
"DRIVING DANGEROUSLY",7,"4:31:00 AM",21,"NEW JERSEY","M","COUNTY OF SCHENECTADY  SHERIFF"
"MOBILE PHONE",7,"12:00:00 AM",25,"NEW YORK","M","VILLAGE OF HOOSICK FALLS PD"
"DRIVING DANGEROUSLY",8,"4:02:00 PM",35,"NEW YORK","M","CITY OF SARATOGA SPRINGS PD"
"DRIVING DANGEROUSLY",3,"6:07:00 PM",49,"NEW YORK","M","CITY OF GLENS FALLS PD"
"SPEEDING",2,"7:45:00 AM",20,"NEW YORK","M","CHESTERTOWN STATE POLICE"
"SPEEDING",4,"9:10:00 AM",32,"NEW YORK","M","FLORIDA STATE POLICE"
"SEAT BELT",7,"1:27:00 PM",67,"NEW YORK","M","COUNTY OF PUTNAM  SHERIFF"
"DISOBEY",11,"9:00:00 PM",24,"NEW YORK","M","CITY OF SCHENECTADY PD"
"SEAT BELT",11,"2:48:00 PM",20,"NEW YORK","F","VALLEY STREAM STATE POLICE"
"SPEEDING",5,"11:26:00 AM",38,"NEW YORK","F","CITY OF ALBANY PD"
"SPEEDING",4,"4:02:00 PM",31,"NEW YORK","M","N SYRACUSE STATE POLICE"
"DISOBEY",9,"12:00:00 AM",46,"PENNSYLVANIA","F","JAMESTOWN STATE POLICE"
"SPEEDING",3,"1:27:00 AM",23,"NEW YORK","M","COUNTY OF OTSEGO  SHERIFF"
"SPEEDING",12,"2:42:00 PM",35,"NEW YORK","M","TOWN OF BETHLEHEM  PD"
"ALCOHOL OR DRUGS USAGE",10,"1:45:00 AM",23,"NEW YORK","M","TOWN OF TONAWANDA  PD"
"DISOBEY",3,"4:10:00 PM",20,"NEW YORK","F","CITY OF UTICA PD"
"SPEEDING",12,"2:53:00 PM",32,"NEW YORK","M","N SYRACUSE STATE POLICE"
"SPEEDING",11,"1:02:00 AM",20,"NEW YORK","M","MARCY STATE POLICE"
"SPEEDING",3,"9:05:00 PM",27,"NEW YORK","M","VILLAGE OF MONROE PD"
"ALCOHOL OR DRUGS USAGE",9,"9:44:00 PM",24,"NEW YORK","M","COUNTY OF STEUBEN  SHERIFF"
"MOBILE PHONE",4,"6:20:00 PM",43,"NEW YORK","M","FULTON STATE POLICE"
"SPEEDING",5,"7:28:00 AM",43,"NEW YORK","F","STORMVILLE STATE POLICE"
"SPEEDING",10,"9:53:00 PM",38,"NEW YORK","M","ALBANY TWAY STATE POLICE"
"SPEEDING",4,"8:19:00 PM",30,"NEW YORK","M","VILLAGE OF LYNBROOK  PD"
"SPEEDING",6,"3:16:00 PM",24,"ONTARIO CANADA","M","WATERTOWN STATE POLICE"
"SPEEDING",2,"5:04:00 AM",24,"NEW YORK","F","TOWN OF LEWISTON PD"
"SPEEDING",1,"3:16:00 PM",20,"NEW JERSEY","F","NORTHWAY IP STATE POLICE"
"SPEEDING",8,"1:05:00 PM",27,"NEW YORK","F","COUNTY OF ALBANY SHERIFF"
"DISOBEY",4,"8:45:00 PM",29,"NEW YORK","F","VILLAGE OF FREEPORT  PD"
"DISOBEY",3,"5:45:00 PM",20,"NEW YORK","F","COUNTY OF MONROE SHERIFF"
"MOBILE PHONE",9,"6:51:00 PM",42,"MASSACHUSETTS","F","VILLAGE OF BALLSTON SPA PD"
"MOBILE PHONE",12,"8:00:00 AM",29,"NEW YORK","F","VILLAGE OF SPRING VALLEY PD"
"MOBILE PHONE",5,"12:50:00 PM",38,"NEW YORK","F","PLATTSBURGH STATE POLICE"
"DISOBEY",10,"5:29:00 PM",49,"NEW YORK","F","VILLAGE OF GREAT NECK ESTATES PD"
"SPEEDING",2,"9:52:00 AM",45,"NEW YORK","M","TOWN OF CLARKSTOWN  PD"
"SPEEDING",5,"9:35:00 AM",32,"NEW YORK","F","VILLAGE OF SCOTIA PD"
"DRIVING DANGEROUSLY",5,"1:23:00 PM",27,"NEW YORK","F","COUNTY OF CORTLAND COUNTY SHERIFF"
"SPEEDING",2,"11:17:00 AM",25,"NEW YORK","F","FARMINGDALE STATE POLICE"
"DISOBEY",11,"7:46:00 PM",44,"NEW JERSEY","M","COUNTY OF NASSAU  PD"
"SPEEDING",3,"9:10:00 PM",28,"CALIFORNIA","M","SYRACUSE TWAY STATE POLICE"
"DRIVING DANGEROUSLY",7,"1:30:00 AM",20,"NEW YORK","F","BUFFALO TWAY STATE POLICE"
"SPEEDING",4,"10:03:00 PM",30,"NEW YORK","M","COUNTY OF SENECA  SHERIFF"
"ALCOHOL OR DRUGS USAGE",5,"1:24:00 AM",25,"NEW YORK","M","VILLAGE OF HAMBURG  PD"
"MOBILE PHONE",5,"1:12:00 PM",67,"NEW YORK","M","CITY OF OSWEGO PD"
"MOBILE PHONE",8,"4:08:00 PM",53,"NEW YORK","M","WATERLOO STATE POLICE"
"SPEEDING",5,"9:29:00 AM",36,"MASSACHUSETTS","F","QUEENSBURY STATE POLICE"
"MOBILE PHONE",4,"5:45:00 PM",53,"NEW YORK","M","ELMA STATE POLICE"
"DISOBEY",5,"11:00:00 AM",28,"NEW YORK","M","COUNTY OF WESTCHESTER  PD"
"SPEEDING",12,"4:08:00 PM",32,"NEW YORK","F","VILLAGE OF ARCADE  PD"
"SPEEDING",5,"4:24:00 PM",21,"NEW YORK","M","OLEAN STATE POLICE"
"SPEEDING",4,"11:39:00 AM",20,"NEW YORK","F","ONEIDA STATE POLICE"
"SPEEDING",10,"10:23:00 PM",25,"ONTARIO CANADA","M","NIAGARA STATE POLICE"
"SPEEDING",2,"9:52:00 PM",40,"NEW YORK","M","OWEGO STATE POLICE"
"SPEEDING",12,"11:25:00 AM",27,"NEW YORK","F","BRUNSWICK STATE POLICE"
"SPEEDING",8,"7:44:00 PM",31,"NEW YORK","M","TOWN OF HAMBURG  PD"
"SPEEDING",9,"12:00:00 AM",62,"GEORGIA","F","TOWN OF MANLIUS  PD"
"SPEEDING",8,"9:49:00 PM",28,"NEW YORK","M","CITY OF TONAWANDA  PD"
"ALCOHOL OR DRUGS USAGE",9,"1:18:00 AM",29,"NEW YORK","F","SUNY COLLEGE AT BUFFALO"
"DISOBEY",9,"12:45:00 PM",27,"NEW YORK","F","TOWN OF EDEN PD"
"DRIVING DANGEROUSLY",2,"4:00:00 PM",36,"NEW YORK","F","COUNTY OF SUFFOLK  PD"
"SPEEDING",11,"6:20:00 PM",51,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"SPEEDING",6,"10:57:00 PM",61,"NEW YORK","M","OWEGO STATE POLICE"
"SPEEDING",11,"1:45:00 PM",30,"NEW YORK","M","CANANDAIGUA STATE POLICE"
"SPEEDING",4,"8:47:00 AM",26,"ONTARIO CANADA","F","CITY OF LACKAWANNA PD"
"SPEEDING",2,"10:25:00 AM",24,"NEW YORK","M","TOWN OF HARRISON PD"
"SPEEDING",7,"12:39:00 PM",27,"NEW YORK","F","CHESTERTOWN STATE POLICE"
"SPEEDING",12,"8:55:00 AM",37,"NEW YORK","M","LAKE SUCCESS STATE POLICE"
"DRIVING DANGEROUSLY",2,"11:15:00 AM",19,"NEW YORK","F","STORMVILLE STATE POLICE"
"MOBILE PHONE",5,"5:00:00 PM",36,"NEW YORK","F","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",10,"5:12:00 PM",37,"NEW YORK","F","PLATTSBURGH STATE POLICE"
"DISOBEY",8,"6:04:00 PM",23,"NEW YORK","M","COUNTY OF NASSAU  PD"
"DISOBEY",5,"12:00:00 AM",69,"NEW YORK","F","CITY OF OSWEGO PD"
"SPEEDING",7,"6:55:00 PM",18,"NEW YORK","M","COUNTY OF OTSEGO  SHERIFF"
"SPEEDING",8,"1:46:00 PM",35,"NEW YORK","M","BRENTWOOD STATE POLICE"
"SPEEDING",1,"9:32:00 AM",30,"NEW YORK","M","TOWN OF RAMAPO  PD"
"DISOBEY",6,"12:30:00 PM",42,"NEW YORK","M","WELLSBURG STATE POLICE"
"ALCOHOL OR DRUGS USAGE",2,"3:33:00 PM",44,"NEW YORK","M","TOWN OF WATERFORD PD"
"SPEEDING",8,"10:00:00 AM",22,"NEW YORK","M","N SYRACUSE STATE POLICE"
"SEAT BELT",4,"10:02:00 AM",46,"MARYLAND","M","CITY OF PORT JERVIS  PD"
"SPEEDING",8,"3:51:00 PM",55,"NEW YORK","F","LOCKPORT STATE POLICE"
"DISOBEY",4,"6:17:00 PM",54,"NEW YORK","F","LAGRANGEVILLE STATE POLICE"
"SPEEDING",8,"3:17:00 PM",41,"FLORIDA","M","POUGHKEEPSIE STATE POLICE"
"SPEEDING",8,"12:00:00 AM",47,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DISOBEY",12,"4:20:00 PM",59,"NEW YORK","F","COUNTY OF SUFFOLK  PD"
"SPEEDING",3,"9:04:00 PM",21,"NEW YORK","F","COUNTY OF OSWEGO SHERIFF"
"SPEEDING",6,"1:40:00 AM",26,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DISOBEY",2,"3:00:00 PM",33,"NEW YORK","F","VILLAGE OF HARRIMAN  PD"
"SPEEDING",10,"12:00:00 AM",29,"NEW YORK","F","CITY OF LACKAWANNA PD"
"SPEEDING",3,"1:37:00 PM",52,"NEW YORK","M","CANANDAIGUA STATE POLICE"
"SPEEDING",7,"4:15:00 AM",31,"NEW YORK","M","BUFFALO TWAY STATE POLICE"
"SPEEDING",3,"11:40:00 AM",21,"NEW JERSEY","F","SIDNEY STATE POLICE"
"DRIVING DANGEROUSLY",10,"12:00:00 AM",21,"FLORIDA","F","ALEXANDRIA BAY STATE POLICE"
"DISOBEY",11,"11:13:00 AM",29,"NEW YORK","F","RHINEBECK STATE POLICE"
"SEAT BELT",11,"9:40:00 AM",31,"NEW YORK","M","VALLEY STREAM STATE POLICE"
"SPEEDING",5,"5:07:00 PM",37,"NEW YORK","M","RIVERHEAD STATE POLICE"
"SEAT BELT",5,"5:49:00 AM",43,"NEW YORK","M","TOWN OF CAMILLUS  PD"
"DRIVING DANGEROUSLY",9,"5:04:00 PM",56,"NEW YORK","M","TOWN OF LANCASTER PD"
"SPEEDING",7,"8:44:00 PM",71,"MICHIGAN","M","BUFFALO TWAY STATE POLICE"
"SPEEDING",11,"3:12:00 PM",62,"QUEBEC CANADA","M","CHESTERTOWN STATE POLICE"
"DISOBEY",5,"12:00:00 AM",58,"NEW YORK","M","COUNTY OF ALBANY SHERIFF"
"SPEEDING",7,"10:20:00 PM",28,"NEW YORK","M","SYRACUSE TWAY STATE POLICE"
"SPEEDING",3,"9:12:00 AM",20,"NEW YORK","F","WURTSBORO STATE POLICE"
"SEAT BELT",11,"6:07:00 PM",45,"NEW YORK","F","TOWN OF OGDEN PD"
"DISOBEY",6,"9:15:00 AM",29,"NEW YORK","M","MTA POLICE DEPT HDQRS"
"ALCOHOL OR DRUGS USAGE",3,"10:00:00 PM",25,"NEW YORK","M","BREWSTER STATE POLICE"
"DISOBEY",9,"10:00:00 AM",51,"NEW JERSEY","M","VILLAGE OF MAMARONECK  PD"
"SPEEDING",7,"10:56:00 AM",17,"NEW YORK","M","ELMA STATE POLICE"
"SEAT BELT",9,"5:40:00 PM",35,"NEW YORK","M","HAVERSTRAW STATE POLICE"
"DRIVING DANGEROUSLY",1,"12:53:00 PM",76,"NEW YORK","F","CITY OF GENEVA PD"
"SPEEDING",11,"8:41:00 PM",26,"NEW YORK","M","POUGHKEEPSIE STATE POLICE"
"SPEEDING",3,"12:00:00 AM",20,"MARYLAND","F","SIDNEY STATE POLICE"
"DRIVING DANGEROUSLY",7,"1:19:00 PM",24,"NEW YORK","M","COUNTY OF MONROE SHERIFF"
"SPEEDING",6,"9:18:00 PM",30,"NEW YORK","M","AMITY STATE POLICE"
"SPEEDING",3,"3:25:00 AM",26,"NEW YORK","M","HENRIETTA TWAY STATE POLICE"
"DISOBEY",4,"3:41:00 PM",47,"NEW YORK","M","COUNTY OF NASSAU  PD"
"SPEEDING",9,"5:18:00 AM",31,"NEW YORK","F","SIDNEY STATE POLICE"
"DRIVING DANGEROUSLY",11,"1:14:00 AM",25,"NEW YORK","F","COUNTY OF BROOME  SHERIFF"
"SPEEDING",9,"11:55:00 AM",18,"NEW YORK","M","NEWBURGH TWAY STATE POLICE"
"MOBILE PHONE",4,"6:17:00 PM",40,"NEW JERSEY","M","ALBANY TWAY STATE POLICE"
"DISOBEY",6,"9:31:00 PM",66,"NEW YORK","F","VILLAGE OF PENN YAN PD"
"DISOBEY",6,"9:15:00 PM",22,"NEW YORK","M","HAWTHORNE STATE POLICE"
"SPEEDING",7,"11:08:00 AM",35,"NEW YORK","F","BRENTWOOD STATE POLICE"
"SPEEDING",9,"3:30:00 PM",19,"MASSACHUSETTS","F","HORSEHEADS STATE POLICE"
"DISOBEY",9,"3:45:00 AM",28,"NEW YORK","M","COUNTY OF WESTCHESTER  PD"
"SPEEDING",11,"12:42:00 PM",31,"NEW YORK","F","BATAVIA STATE POLICE"
"SPEEDING",4,"2:35:00 PM",18,"NEW YORK","M","FONDA STATE POLICE"
"SPEEDING",6,"1:59:00 AM",24,"NEW YORK","M","ALBANY TWAY STATE POLICE"
"DRIVING DANGEROUSLY",2,"12:00:00 AM",50,"NEW YORK","M","VILLAGE OF SPRING VALLEY PD"
"DRIVING DANGEROUSLY",2,"12:00:00 AM",50,"NEW YORK","M","VILLAGE OF SPRING VALLEY PD"
"DISOBEY",4,"5:30:00 PM",39,"NEW YORK","F","COUNTY OF NASSAU  PD"
"SEAT BELT",7,"3:59:00 PM",36,"NEW YORK","M","SYRACUSE TWAY STATE POLICE"
"DISOBEY",5,"4:15:00 PM",45,"NEW YORK","M","ALBANY TWAY STATE POLICE"
"SPEEDING",11,"12:15:00 PM",21,"NEW YORK","F","CLARENCE STATE POLICE"
"SPEEDING",5,"8:43:00 AM",27,"NEW YORK","F","COUNTY OF MONROE SHERIFF"
"DRIVING DANGEROUSLY",11,"11:45:00 PM",48,"NEW YORK","F","COUNTY OF SUFFOLK  PD"
"DISOBEY",11,"10:21:00 PM",41,"NEW YORK","M","TOWN OF ORCHARD PARK PD"
"ALCOHOL OR DRUGS USAGE",4,"4:49:00 PM",66,"NEW YORK","M","TOWN OF RIVERHEAD  PD"
"SPEEDING",8,"1:59:00 PM",40,"NEW YORK","M","DEPOSIT STATE POLICE"
"SPEEDING",1,"11:04:00 AM",26,"NEW YORK","F","CITY OF ALBANY PD"
"SPEEDING",9,"12:01:00 PM",28,"NEW YORK","M","DUNKIRK TWAY STATE POLICE"
"DISOBEY",9,"6:00:00 AM",25,"NEW YORK","M","TOWN OF GREENBURGH  PD"
"SPEEDING",9,"12:00:00 AM",19,"NEW YORK","M","VILLAGE OF SOUTH GLENS FALLS PD"
"DRIVING DANGEROUSLY",1,"12:00:00 AM",64,"NEW YORK","F","COUNTY OF NASSAU  PD"
"SPEEDING",3,"9:00:00 PM",18,"NEW YORK","M","VILLAGE OF FLORAL PARK  PD"
"SPEEDING",6,"12:36:00 PM",51,"FOREIGN LICENSE","M","CITY OF WHITE PLAINS PD"
"SPEEDING",5,"5:02:00 AM",25,"ONTARIO CANADA","F","TOWN OF TONAWANDA  PD"
"SPEEDING",9,"10:01:00 PM",22,"NEW YORK","M","COUNTY OF NIAGARA  SHERIFF"
"SPEEDING",12,"10:25:00 AM",48,"NEW YORK","M","TARRYTOWN TWAY STATE POLICE"
"SPEEDING",1,"7:44:00 PM",48,"NEW YORK","M","AUBURN STATE POLICE"
"SPEEDING",5,"12:00:00 AM",25,"QUEBEC CANADA","F","TROOP G HQTRS STATE POLICE"
"DRIVING DANGEROUSLY",1,"3:15:00 AM",31,"NEW YORK","M","TOWN OF LANCASTER PD"
"ALCOHOL OR DRUGS USAGE",5,"2:35:00 AM",40,"NEW YORK","M","CITY OF ELMIRA PD"
"SEAT BELT",10,"8:30:00 AM",73,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"SPEEDING",11,"1:53:00 PM",42,"NEW YORK","M","BATAVIA STATE POLICE"
"SPEEDING",11,"1:15:00 PM",48,"NEW YORK","M","KINGSTON TWAY STATE POLICE"
"DISOBEY",11,"12:20:00 PM",20,"NEW YORK","M","FARMINGDALE STATE POLICE"
"SPEEDING",10,"3:00:00 PM",18,"NEW YORK","M","BINGHAMTON STATE POLICE"
"SPEEDING",8,"11:26:00 AM",20,"NEW YORK","M","COUNTY OF PUTNAM  SHERIFF"
"SPEEDING",3,"11:11:00 PM",62,"NEW YORK","F","LAFAYETTE STATE POLICE"
"SPEEDING",2,"4:28:00 PM",65,"NEW YORK","F","CAPITOL STATE POLICE (ESD)"
"SPEEDING",10,"1:47:00 PM",20,"NEW YORK","M","TOWN OF CLARKSTOWN  PD"
"SPEEDING",8,"4:00:00 PM",51,"CONNECTICUT","M","COUNTY OF COLUMBIA  SHERIFF"
"SPEEDING",10,"8:00:00 AM",31,"NEW YORK","F","VILLAGE OF KINGS POINT  PD"
"SPEEDING",4,"4:45:00 PM",33,"TEXAS","F","ONEONTA STATE POLICE"
"SEAT BELT",9,"7:28:00 AM",31,"NEW YORK","M","VALLEY STREAM STATE POLICE"
"SPEEDING",8,"8:52:00 AM",34,"NEW YORK","M","STORMVILLE STATE POLICE"
"SPEEDING",6,"12:00:00 AM",16,"NEW YORK","M","COUNTY OF GENESEE  SHERIFF"
"DISOBEY",7,"8:19:00 AM",20,"NEW YORK","M","VILLAGE OF BLACK RIVER PD"
"DRIVING DANGEROUSLY",2,"4:00:00 PM",44,"NEW YORK","M","CITY OF SARATOGA SPRINGS PD"
"DISOBEY",6,"4:36:00 AM",51,"MASSACHUSETTS","M","ALBANY TWAY STATE POLICE"
"SPEEDING",12,"12:18:00 PM",29,"GEORGIA","M","SYRACUSE TWAY STATE POLICE"
"SPEEDING",6,"11:04:00 AM",29,"NEW YORK","F","CLAVERACK STATE POLICE"
"DISOBEY",7,"12:00:00 AM",18,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"SEAT BELT",10,"10:34:00 AM",24,"NEW YORK","M","BATAVIA STATE POLICE"
"DISOBEY",5,"8:10:00 PM",52,"FLORIDA","F","COUNTY OF WESTCHESTER  PD"
"SPEEDING",6,"9:41:00 AM",25,"NEW YORK","F","ONEONTA STATE POLICE"
"DRIVING DANGEROUSLY",3,"2:47:00 AM",21,"NEW YORK","M","RICHFIELD SPRINGS STATE POLICE"
"DRIVING DANGEROUSLY",6,"1:08:00 AM",45,"NEW JERSEY","M","TOWN OF ORANGETOWN PD"
"DRIVING DANGEROUSLY",5,"4:31:00 AM",29,"NEW YORK","M","CORTLAND STATE POLICE"
"SPEEDING",5,"6:55:00 PM",23,"NEW YORK","M","COUNTY OF SARATOGA  SHERIFF"
"SEAT BELT",9,"12:48:00 PM",39,"NEW YORK","M","NIAGARA STATE POLICE"
"DISOBEY",12,"5:44:00 PM",19,"NEW YORK","F","TOWN OF SENECA FALLS PD"
"MOBILE PHONE",12,"12:00:00 AM",36,"NEW YORK","F","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",7,"4:06:00 PM",37,"NEW YORK","F","CORTLANDT STATE POLICE"
"DRIVING DANGEROUSLY",7,"1:00:00 AM",48,"CONNECTICUT","F","PARK POLICE PALISADES REG"
"DISOBEY",10,"10:17:00 PM",65,"NEW YORK","M","VILLAGE OF WAPPINGERS FLS  PD"
"SEAT BELT",5,"1:06:00 PM",29,"NEW YORK","F","HIGHLAND STATE POLICE"
"DRIVING DANGEROUSLY",5,"1:10:00 PM",46,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",5,"1:10:00 PM",46,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",5,"1:10:00 PM",46,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",5,"1:10:00 PM",46,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"SEAT BELT",7,"10:15:00 AM",27,"NEW YORK","M","LYONS STATE POLICE"
"DRIVING DANGEROUSLY",8,"9:18:00 PM",49,"NEW YORK","M","WALWORTH STATE POLICE"
"SEAT BELT",10,"5:25:00 PM",35,"CALIFORNIA","F","TOWN OF BEDFORD  PD"
"DISOBEY",1,"4:37:00 PM",47,"NEW YORK","M","COUNTY OF NASSAU  PD"
"SPEEDING",3,"6:24:00 AM",31,"PENNSYLVANIA","F","COUNTY OF CHAUTAUQUA  SHERIFF"
"SPEEDING",3,"6:01:00 AM",52,"NEW YORK","M","CITY OF TONAWANDA  PD"
"SPEEDING",5,"10:00:00 AM",44,"NEW YORK","M","COUNTY OF SUFFOLK  PD"
"DRIVING DANGEROUSLY",6,"6:44:00 AM",21,"NEW YORK","F","CITY OF ITHACA PD"
"SEAT BELT",3,"7:00:00 PM",38,"NEW YORK","M","HERKIMER STATE POLICE"
"SPEEDING",3,"9:57:00 AM",55,"NEW YORK","F","VILLAGE OF BROCKPORT PD"
"DISOBEY",5,"3:59:00 PM",56,"NEW YORK","F","VILLAGE OF HORSEHEADS PD"
"MOBILE PHONE",7,"9:30:00 PM",30,"NEW YORK","F","CITY OF WATERVLIET  PD"
"SPEEDING",5,"11:33:00 PM",23,"NEW YORK","M","CITY OF CANANDAIGUA PD"
"SPEEDING",7,"12:00:00 AM",54,"FLORIDA","M","ONEIDA STATE POLICE"
"SPEEDING",9,"9:09:00 AM",18,"NEW YORK","M","FARMINGDALE STATE POLICE"
"SPEEDING",11,"1:22:00 PM",33,"NEW YORK","F","PLATTSBURGH STATE POLICE"
"SEAT BELT",5,"2:13:00 PM",21,"NEW YORK","F","HIGHLAND STATE POLICE"
"DRIVING DANGEROUSLY",4,"10:00:00 AM",22,"NEW YORK","M","VILLAGE OF ROCKVILLE CENTER  PD"
"SPEEDING",12,"11:10:00 AM",22,"NEW YORK","F","POUGHKEEPSIE STATE POLICE"
"SPEEDING",11,"9:16:00 PM",65,"NEW YORK","M","CITY OF PLATTSBURGH PD"
"SPEEDING",4,"12:00:00 AM",19,"SOUTH CAROLINA","M","SARATOGA STATE POLICE"
"ALCOHOL OR DRUGS USAGE",11,"11:12:00 AM",56,"NEW YORK","F","TOWN OF TUXEDO PD"
"MOBILE PHONE",8,"6:00:00 PM",64,"NEW YORK","M","VILLAGE OF BREWSTER  PD"
"SPEEDING",8,"12:51:00 PM",49,"NEW YORK","F","CITY OF BEACON  PD"
"SPEEDING",4,"7:46:00 PM",31,"PENNSYLVANIA","M","COUNTY OF PUTNAM  SHERIFF"
"MOBILE PHONE",10,"10:11:00 AM",61,"NEW YORK","F","TOWN OF GATES  PD"
"SEAT BELT",5,"12:00:00 AM",23,"NEW YORK","M","VILLAGE OF OLD WESTBURY PD"
"SEAT BELT",5,"12:00:00 AM",23,"NEW YORK","M","VILLAGE OF OLD WESTBURY PD"
"SPEEDING",3,"1:30:00 PM",44,"NEW YORK","F","COUNTY OF ERIE  SHERIFF"
"SEAT BELT",5,"12:58:00 PM",25,"NEW YORK","M","DUNKIRK TWAY STATE POLICE"
"SPEEDING",4,"5:34:00 PM",49,"NEW YORK","F","OWEGO STATE POLICE"
"SPEEDING",10,"8:17:00 AM",73,"NEW YORK","F","ITHACA STATE POLICE"
"SPEEDING",10,"12:00:00 AM",49,"NEW YORK","F","CLAVERACK STATE POLICE"
"SPEEDING",8,"3:50:00 PM",22,"VIRGINIA","F","DUNKIRK TWAY STATE POLICE"
"SPEEDING",9,"10:21:00 AM",49,"NEW YORK","M","MIDDLETOWN STATE POLICE"
"SPEEDING",11,"12:15:00 PM",27,"NEW YORK","M","BUFFALO TWAY STATE POLICE"
"SPEEDING",3,"1:08:00 PM",19,"NEW YORK","M","VALCOUR STATE POLICE"
"DRIVING DANGEROUSLY",7,"12:58:00 AM",51,"NEW YORK","F","CITY OF SARATOGA SPRINGS PD"
"SPEEDING",11,"10:32:00 PM",52,"NEW YORK","M","TOWN OF CLARKSTOWN  PD"
"SPEEDING",3,"8:26:00 AM",33,"NEW YORK","M","VILLAGE OF GOSHEN  PD"
"SPEEDING",5,"11:17:00 AM",18,"NEW YORK","F","REMSEN STATE POLICE"
"SPEEDING",11,"8:21:00 AM",43,"NEW YORK","M","CANANDAIGUA STATE POLICE"
"DRIVING DANGEROUSLY",8,"3:59:00 PM",42,"NEW YORK","M","TOWN OF FALLSBURG  PD"
"SPEEDING",9,"5:00:00 PM",29,"NEW YORK","F","TOWN OF AMHERST PD"
"DRIVING DANGEROUSLY",2,"10:00:00 PM",25,"NEW YORK","F","CITY OF SYRACUSE PD"
"DRIVING DANGEROUSLY",3,"7:54:00 PM",58,"NEW YORK","M","COUNTY OF NASSAU  PD"
"ALCOHOL OR DRUGS USAGE",8,"4:40:00 AM",24,"NEW YORK","M","MALONE STATE POLICE"
"SPEEDING",10,"9:00:00 AM",37,"NEW YORK","F","TOWN OF SOMERS  PD"
"SPEEDING",8,"5:21:00 PM",51,"NEW YORK","F","TROOP G HQTRS STATE POLICE"
"MOBILE PHONE",8,"6:06:00 PM",61,"NEW YORK","F","VILLAGE OF PHILMONT  PD"
"MOBILE PHONE",7,"3:35:00 PM",58,"PENNSYLVANIA","M","OWEGO STATE POLICE"
"SPEEDING",3,"1:58:00 PM",28,"NEW YORK","F","TOWN OF AMHERST PD"
"SPEEDING",3,"5:05:00 PM",19,"NEW YORK","M","REMSEN STATE POLICE"
"SPEEDING",9,"6:27:00 AM",54,"NEW YORK","M","MIDDLETOWN STATE POLICE"
"SPEEDING",4,"9:22:00 AM",69,"NEW YORK","M","ONEIDA STATE POLICE"
"MOBILE PHONE",5,"7:05:00 PM",26,"NEW YORK","M","SUNY AT ONEONTA"
"SPEEDING",5,"10:26:00 PM",46,"NEW YORK","F","VILLAGE OF FAIRPORT PD"
"DISOBEY",1,"12:00:00 AM",35,"ARIZONA","F","ELBRIDGE STATE POLICE"
"DISOBEY",6,"6:10:00 AM",29,"MARYLAND","M","COUNTY OF NASSAU  PD"
"SPEEDING",3,"7:55:00 AM",46,"NEW YORK","F","TOWN OF CLARKSTOWN  PD"
