unit,age,sex,severity,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
NR,UNK,M,FATALITY,LU	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,LV	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,MT	0 	0 	0 	0 	0 	1 
NR,UNK,M,FATALITY,NL	: 	0 	0 	0 	0 	47 
NR,UNK,M,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,UNK,M,FATALITY,PL	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,PT	: 	0 	0 	0 	0 	: 
NR,UNK,M,FATALITY,RO	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,SE	0 	1 	0 	0 	0 	0 
NR,UNK,M,FATALITY,SI	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,SK	: 	0 	0 	0 	0 	0 
NR,UNK,M,FATALITY,UK	: 	4 	4 	3 	0 	2 
NR,UNK,M,GE_D4,AT	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,BE	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,BG	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,CH	8 	19 	8 	24 	19 	39 
NR,UNK,M,GE_D4,CY	0 	0 	0 	0 	0 	16 
NR,UNK,M,GE_D4,CZ	: 	0 	0 	84 	88 	59 
NR,UNK,M,GE_D4,DE	1054 	1138 	1092 	1096 	1275 	1596 
NR,UNK,M,GE_D4,DK	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,EE	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,EL	: 	0 	0 	0 	117 	149 
NR,UNK,M,GE_D4,ES	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,EU15	: 	23084 	21062 	20412 	19426 e	17914 
NR,UNK,M,GE_D4,EU27	: 	23085 	21062 	20496 	19515 e	17990 
NR,UNK,M,GE_D4,EU28	: 	23085 	21062 	20496 	19398 e	: 
NR,UNK,M,GE_D4,FI	: 	0 	0 	1 	0 	0 
NR,UNK,M,GE_D4,FR	: 	4 	12 	3754 	2525 	3042 
NR,UNK,M,GE_D4,HR	: 	0 	0 	0 	: 	: 
NR,UNK,M,GE_D4,HU	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,IE	: 	150 	246 	273 	130 	1319 
NR,UNK,M,GE_D4,IT	: 	1200 	1281 	1285 	1212 	111 
NR,UNK,M,GE_D4,LT	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,LU	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,LV	: 	1 	0 	0 	0 	0 
NR,UNK,M,GE_D4,MT	0 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,NL	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,NO	: 	: 	0 	0 	0 	0 
NR,UNK,M,GE_D4,PL	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,PT	: 	280 	914 	1398 	1187 	: 
NR,UNK,M,GE_D4,RO	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,SE	3 	6 	2 	0 	0 	0 
NR,UNK,M,GE_D4,SI	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,SK	: 	0 	0 	0 	0 	0 
NR,UNK,M,GE_D4,UK	: 	20305 	17515 	13529 	12981 	11698 
NR,UNK,T,FATALITY,AT	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,BE	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,BG	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,CH	0 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,CY	0 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,CZ	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,DE	0 	0 	0 	0 	1 	0 
NR,UNK,T,FATALITY,DK	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,EE	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,EL	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,ES	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,EU15	: 	17 	13 	11 	15 	68 
NR,UNK,T,FATALITY,EU27	: 	17 	13 	11 	15 	69 
NR,UNK,T,FATALITY,EU28	: 	17 	13 	11 	15 	: 
NR,UNK,T,FATALITY,FI	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,FR	: 	0 	0 	2 	2 	1 
NR,UNK,T,FATALITY,HR	: 	0 	0 	0 	: 	: 
NR,UNK,T,FATALITY,HU	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,IE	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,IT	: 	12 	8 	4 	7 	9 
NR,UNK,T,FATALITY,LT	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,LU	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,LV	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,MT	0 	0 	0 	0 	0 	1 
NR,UNK,T,FATALITY,NL	: 	0 	0 	0 	0 	48 
NR,UNK,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,UNK,T,FATALITY,PL	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,PT	: 	0 	0 	0 	0 	: 
NR,UNK,T,FATALITY,RO	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,SE	0 	1 	0 	0 	0 	0 
NR,UNK,T,FATALITY,SI	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,SK	: 	0 	0 	0 	0 	0 
NR,UNK,T,FATALITY,UK	: 	4 	5 	3 	0 	2 
NR,UNK,T,GE_D4,AT	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,BE	: 	0 	4 	11 	11 	24 
NR,UNK,T,GE_D4,BG	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,CH	13 	24 	16 	35 	30 	63 
NR,UNK,T,GE_D4,CY	0 	0 	0 	0 	0 	19 
NR,UNK,T,GE_D4,CZ	: 	0 	0 	119 	102 	69 
NR,UNK,T,GE_D4,DE	1340 	1395 	1405 	1486 	1524 	2127 
NR,UNK,T,GE_D4,DK	: 	38 	29 	45 	106 	243 
NR,UNK,T,GE_D4,EE	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,EL	: 	0 	0 	0 	145 	187 
NR,UNK,T,GE_D4,ES	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,EU15	: 	30917 	28024 	28088 	26007 e	24832 
NR,UNK,T,GE_D4,EU27	: 	30918 	28025 	28206 	26108 e	24920 
NR,UNK,T,GE_D4,EU28	: 	30918 	28025 	28206 	25963 e	: 
NR,UNK,T,GE_D4,FI	: 	0 	0 	1 	0 	1 
NR,UNK,T,GE_D4,FR	: 	7 	13 	5006 	3237 	3857 
NR,UNK,T,GE_D4,HR	: 	0 	0 	0 	: 	: 
NR,UNK,T,GE_D4,HU	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,IE	: 	247 	331 	382 	210 	1886 
NR,UNK,T,GE_D4,IT	: 	1328 	1400 	1396 	1326 	154 
NR,UNK,T,GE_D4,LT	: 	0 	1 	0 	0 	0 
NR,UNK,T,GE_D4,LU	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,LV	: 	1 	0 	0 	0 	0 
NR,UNK,T,GE_D4,MT	0 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,NL	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,NO	: 	: 	0 	0 	0 	0 
NR,UNK,T,GE_D4,PL	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,PT	: 	349 	1192 	1793 	1532 	: 
NR,UNK,T,GE_D4,RO	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,SE	4 	6 	2 	0 	0 	0 
NR,UNK,T,GE_D4,SI	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,SK	: 	0 	0 	0 	0 	0 
NR,UNK,T,GE_D4,UK	: 	27547 	23648 	19202 	17915 	16353 
NR,UNK,UNK,FATALITY,AT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,BE	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,BG	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,CH	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,CY	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,CZ	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,DE	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,DK	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,EE	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,EL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,ES	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,EU15	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,EU27	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
NR,UNK,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
NR,UNK,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
NR,UNK,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,BE	: 	0 	4 	11 	11 	24 
NR,UNK,UNK,GE_D4,BG	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,CH	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,CY	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,CZ	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,DE	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,DK	: 	38 	29 	45 	106 	240 
NR,UNK,UNK,GE_D4,EE	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,EL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,ES	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,EU15	: 	51 u	43 e	78 u	125 u	269 u
NR,UNK,UNK,GE_D4,EU27	: 	51 u	43 e	78 u	125 u	269 u
NR,UNK,UNK,GE_D4,EU28	: 	51 u	43 e	78 u	125 u	: 
NR,UNK,UNK,GE_D4,FI	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,FR	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,HR	: 	0 	0 	0 	: 	: 
NR,UNK,UNK,GE_D4,HU	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,IE	: 	10 	3 	19 	8 	3 
NR,UNK,UNK,GE_D4,IT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,LT	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,LU	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,LV	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,MT	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,NL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,NO	: 	: 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,PL	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,PT	: 	0 	0 	0 	0 	: 
NR,UNK,UNK,GE_D4,RO	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,SE	0 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,SI	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,SK	: 	0 	0 	0 	0 	0 
NR,UNK,UNK,GE_D4,UK	: 	3 	7 	3 	0 	1 
NR,Y18-24,F,FATALITY,AT	: 	0 	0 	0 	1 	0 
NR,Y18-24,F,FATALITY,BE	: 	0 	0 	1 	0 	0 
NR,Y18-24,F,FATALITY,BG	: 	0 	0 	0 	0 	1 
NR,Y18-24,F,FATALITY,CH	0 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,CY	0 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,CZ	: 	0 	0 	0 	0 	2 
NR,Y18-24,F,FATALITY,DE	1 	2 	0 	1 	0 	1 
NR,Y18-24,F,FATALITY,DK	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,EE	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,EL	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,ES	: 	0 	1 	0 	0 	1 
NR,Y18-24,F,FATALITY,EU15	: 	6 	3 	5 	3 	6 
NR,Y18-24,F,FATALITY,EU27	: 	6 	3 	5 	12 	16 
NR,Y18-24,F,FATALITY,EU28	: 	6 	3 	5 	12 	: 
NR,Y18-24,F,FATALITY,FI	: 	0 	0 	1 	0 	0 
NR,Y18-24,F,FATALITY,FR	: 	3 	1 	1 	0 	0 
NR,Y18-24,F,FATALITY,HR	: 	0 	0 	0 	: 	: 
NR,Y18-24,F,FATALITY,HU	: 	0 	0 	0 	0 	1 
NR,Y18-24,F,FATALITY,IE	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,IT	: 	0 	1 	1 	1 	1 
NR,Y18-24,F,FATALITY,LT	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,LU	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,LV	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,MT	0 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,NL	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,PL	: 	0 	0 	0 	2 	2 
NR,Y18-24,F,FATALITY,PT	: 	0 	0 	0 	0 	: 
NR,Y18-24,F,FATALITY,RO	: 	0 	0 	0 	5 	3 
NR,Y18-24,F,FATALITY,SE	0 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,SI	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,SK	: 	0 	0 	0 	0 	0 
NR,Y18-24,F,FATALITY,UK	: 	1 	0 	0 	0 	0 
NR,Y18-24,F,GE_D4,AT	: 	1195 	1281 	1258 	1079 	1314 
NR,Y18-24,F,GE_D4,BE	: 	1325 	1466 	1501 	1428 	1698 
NR,Y18-24,F,GE_D4,BG	: 	22 	35 	25 	25 	38 
NR,Y18-24,F,GE_D4,CH	1520 	1420 	1578 	1359 	1416 	1393 
NR,Y18-24,F,GE_D4,CY	27 	32 	27 	32 	33 	32 
NR,Y18-24,F,GE_D4,CZ	: 	1047 	1003 	1392 	1507 	2739 
NR,Y18-24,F,GE_D4,DE	14770 	15270 	16241 	15882 	14904 	17096 
NR,Y18-24,F,GE_D4,DK	: 	659 	693 	770 	821 	1230 
NR,Y18-24,F,GE_D4,EE	: 	187 	173 	154 	126 	110 
NR,Y18-24,F,GE_D4,EL	: 	138 	142 	215 	234 	310 
NR,Y18-24,F,GE_D4,ES	: 	4750 	6845 	8432 	10311 	16229 
NR,Y18-24,F,GE_D4,EU15	: 	45465 e	57184 	64373 	60845 	73958 
NR,Y18-24,F,GE_D4,EU27	: 	49272 e	60787 	68339 	64762 	80263 
NR,Y18-24,F,GE_D4,EU28	: 	49422 e	61007 	68550 	64528 	: 
NR,Y18-24,F,GE_D4,FI	: 	3 	963 	927 	911 	1245 
NR,Y18-24,F,GE_D4,FR	: 	9311 	15564 	26205 	15900 	18475 
NR,Y18-24,F,GE_D4,HR	: 	149 	220 	210 	: 	: 
NR,Y18-24,F,GE_D4,HU	: 	444 	384 	473 	391 	590 
NR,Y18-24,F,GE_D4,IE	: 	273 	242 	326 	331 	167 
NR,Y18-24,F,GE_D4,IT	: 	2322 	2924 	3383 	3782 	4590 
NR,Y18-24,F,GE_D4,LT	: 	71 	59 	40 	32 	87 
NR,Y18-24,F,GE_D4,LU	: 	69 	73 	64 	91 	111 
NR,Y18-24,F,GE_D4,LV	: 	34 	29 	26 	15 	40 
NR,Y18-24,F,GE_D4,MT	71 	43 	35 	55 	63 	88 
NR,Y18-24,F,GE_D4,NL	: 	2734 	3194 	4238 	2985 	5334 
NR,Y18-24,F,GE_D4,NO	: 	: 	0 	0 	0 	0 
NR,Y18-24,F,GE_D4,PL	: 	1550 	1468 	1346 	1307 	1971 
NR,Y18-24,F,GE_D4,PT	: 	2340 	2400 	2364 	2661 	: 
NR,Y18-24,F,GE_D4,RO	: 	63 	64 	87 	72 	112 
NR,Y18-24,F,GE_D4,SE	878 	1067 	877 	783 	616 	880 
NR,Y18-24,F,GE_D4,SI	: 	96 	116 	124 	134 	210 
NR,Y18-24,F,GE_D4,SK	: 	218 	211 	213 	212 	289 
NR,Y18-24,F,GE_D4,UK	: 	4009 	4280 	4404 	4793 	5279 
NR,Y18-24,M,FATALITY,AT	: 	4 	4 	4 	5 	0 
NR,Y18-24,M,FATALITY,BE	: 	2 	5 	6 	4 	3 
NR,Y18-24,M,FATALITY,BG	: 	3 	4 	2 	4 	3 
NR,Y18-24,M,FATALITY,CH	3 	6 	5 	2 	2 	6 
NR,Y18-24,M,FATALITY,CY	0 	2 	0 	4 	0 	0 
NR,Y18-24,M,FATALITY,CZ	: 	4 	3 	2 	3 	9 
NR,Y18-24,M,FATALITY,DE	12 	16 	11 	19 	9 	16 
NR,Y18-24,M,FATALITY,DK	: 	1 	0 	1 	1 	3 
NR,Y18-24,M,FATALITY,EE	: 	0 	0 	1 	0 	2 
NR,Y18-24,M,FATALITY,EL	: 	1 	0 	1 	1 	1 
NR,Y18-24,M,FATALITY,ES	: 	6 	15 	15 	12 	32 
NR,Y18-24,M,FATALITY,EU15	: 	70 	91 	126 	130 	135 
NR,Y18-24,M,FATALITY,EU27	: 	106 	130 	189 	194 	230 
NR,Y18-24,M,FATALITY,EU28	: 	106 	132 	190 	193 	: 
NR,Y18-24,M,FATALITY,FI	: 	0 	0 	1 	3 	1 
NR,Y18-24,M,FATALITY,FR	: 	15 	16 	18 	23 	3 
NR,Y18-24,M,FATALITY,HR	: 	0 	2 	1 	: 	: 
NR,Y18-24,M,FATALITY,HU	: 	1 	2 	2 	3 	4 
NR,Y18-24,M,FATALITY,IE	: 	4 	1 	2 	2 	3 
NR,Y18-24,M,FATALITY,IT	: 	6 	15 	13 	17 	23 
NR,Y18-24,M,FATALITY,LT	: 	4 	1 	4 	2 	5 
NR,Y18-24,M,FATALITY,LU	: 	0 	1 	0 	0 	0 
NR,Y18-24,M,FATALITY,LV	: 	1 	2 	1 	1 	3 
NR,Y18-24,M,FATALITY,MT	0 	0 	0 	0 	0 	0 
NR,Y18-24,M,FATALITY,NL	: 	4 	6 	0 	5 	0 
NR,Y18-24,M,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,Y18-24,M,FATALITY,PL	: 	10 	14 	18 	19 	18 
NR,Y18-24,M,FATALITY,PT	: 	5 	3 	7 	6 	: 
NR,Y18-24,M,FATALITY,RO	: 	9 	12 	18 	15 	32 
NR,Y18-24,M,FATALITY,SE	1 	1 	3 	4 	5 	4 
NR,Y18-24,M,FATALITY,SI	: 	0 	1 	2 	2 	3 
NR,Y18-24,M,FATALITY,SK	: 	2 	0 	1 	2 	1 
NR,Y18-24,M,FATALITY,UK	: 	5 	11 	13 	5 	6 
NR,Y18-24,M,GE_D4,AT	: 	6200 	6243 	6222 	6293 	8174 
NR,Y18-24,M,GE_D4,BE	: 	6044 	6804 	6827 	6775 	8893 
NR,Y18-24,M,GE_D4,BG	: 	120 	113 	116 	137 	209 
NR,Y18-24,M,GE_D4,CH	7014 	7056 	7490 	6760 	6405 	6089 
NR,Y18-24,M,GE_D4,CY	79 	98 	119 	165 	181 	200 
NR,Y18-24,M,GE_D4,CZ	: 	4314 	4351 	5980 	6686 	12271 
NR,Y18-24,M,GE_D4,DE	64762 	70894 	77636 	73600 	68850 	83014 
NR,Y18-24,M,GE_D4,DK	: 	1585 	1655 	1753 	2141 	3318 
NR,Y18-24,M,GE_D4,EE	: 	488 	459 	401 	396 	711 
NR,Y18-24,M,GE_D4,EL	: 	496 	576 	759 	1177 	1721 
NR,Y18-24,M,GE_D4,ES	: 	13947 	21430 	27426 	35171 	63144 
NR,Y18-24,M,GE_D4,EU15	: 	166642 e	209052 	229342 	226563 	286237 
NR,Y18-24,M,GE_D4,EU27	: 	181285 e	224178 	245720 	244107 	315220 
NR,Y18-24,M,GE_D4,EU28	: 	181835 e	224938 	246410 	242930 	: 
NR,Y18-24,M,GE_D4,FI	: 	39 	3273 	2827 	2559 	4497 
NR,Y18-24,M,GE_D4,FR	: 	27965 	47362 	80160 	50109 	63387 
NR,Y18-24,M,GE_D4,HR	: 	549 	759 	689 	: 	: 
NR,Y18-24,M,GE_D4,HU	: 	1374 	1199 	1275 	1380 	1959 
NR,Y18-24,M,GE_D4,IE	: 	557 	508 	714 	444 	248 
NR,Y18-24,M,GE_D4,IT	: 	10912 	14666 	17050 	18882 	24027 
NR,Y18-24,M,GE_D4,LT	: 	281 	238 	146 	147 	332 
NR,Y18-24,M,GE_D4,LU	: 	328 	334 	305 	471 	683 
NR,Y18-24,M,GE_D4,LV	: 	136 	111 	82 	83 	161 
NR,Y18-24,M,GE_D4,MT	243 	258 	287 	287 	330 	374 
NR,Y18-24,M,GE_D4,NL	: 	8474 	6508 	8244 	8867 	8145 
NR,Y18-24,M,GE_D4,NO	: 	: 	0 	0 	0 	0 
NR,Y18-24,M,GE_D4,PL	: 	5719 	6307 	5916 	5966 	9219 
NR,Y18-24,M,GE_D4,PT	: 	6701 	7935 	8462 	9508 	: 
NR,Y18-24,M,GE_D4,RO	: 	258 	243 	254 	267 	407 
NR,Y18-24,M,GE_D4,SE	2103 	2234 	2101 	1827 	1549 	2492 
NR,Y18-24,M,GE_D4,SI	: 	765 	875 	986 	1184 	1783 
NR,Y18-24,M,GE_D4,SK	: 	832 	824 	771 	787 	1357 
NR,Y18-24,M,GE_D4,UK	: 	10266 	12021 	12622 	13768 	14494 
NR,Y18-24,T,FATALITY,AT	: 	4 	4 	4 	6 	0 
NR,Y18-24,T,FATALITY,BE	: 	2 	5 	7 	4 	3 
NR,Y18-24,T,FATALITY,BG	: 	3 	4 	2 	4 	4 
NR,Y18-24,T,FATALITY,CH	3 	6 	5 	2 	2 	6 
NR,Y18-24,T,FATALITY,CY	0 	2 	0 	4 	0 	0 
NR,Y18-24,T,FATALITY,CZ	: 	4 	3 	2 	3 	11 
NR,Y18-24,T,FATALITY,DE	13 	18 	11 	20 	9 	18 
NR,Y18-24,T,FATALITY,DK	: 	1 	0 	1 	1 	3 
NR,Y18-24,T,FATALITY,EE	: 	0 	0 	1 	0 	2 
NR,Y18-24,T,FATALITY,EL	: 	1 	0 	1 	1 	1 
NR,Y18-24,T,FATALITY,ES	: 	6 	16 	15 	12 	32 
NR,Y18-24,T,FATALITY,EU15	: 	76 	94 	131 	133 	141 
NR,Y18-24,T,FATALITY,EU27	: 	112 	133 	194 	206 	246 
NR,Y18-24,T,FATALITY,EU28	: 	112 	135 	195 	205 	: 
NR,Y18-24,T,FATALITY,FI	: 	0 	0 	2 	3 	1 
NR,Y18-24,T,FATALITY,FR	: 	18 	17 	19 	23 	3 
NR,Y18-24,T,FATALITY,HR	: 	0 	2 	1 	: 	: 
NR,Y18-24,T,FATALITY,HU	: 	1 	2 	2 	3 	5 
NR,Y18-24,T,FATALITY,IE	: 	4 	1 	2 	2 	3 
NR,Y18-24,T,FATALITY,IT	: 	6 	16 	14 	19 	24 
NR,Y18-24,T,FATALITY,LT	: 	4 	1 	4 	2 	5 
NR,Y18-24,T,FATALITY,LU	: 	0 	1 	0 	0 	0 
NR,Y18-24,T,FATALITY,LV	: 	1 	2 	1 	1 	3 
NR,Y18-24,T,FATALITY,MT	0 	0 	0 	0 	0 	0 
NR,Y18-24,T,FATALITY,NL	: 	4 	6 	0 	5 	0 
NR,Y18-24,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
NR,Y18-24,T,FATALITY,PL	: 	10 	14 	18 	21 	20 
NR,Y18-24,T,FATALITY,PT	: 	5 	3 	7 	6 	: 
NR,Y18-24,T,FATALITY,RO	: 	9 	12 	18 	20 	35 
NR,Y18-24,T,FATALITY,SE	1 	1 	3 	4 	5 	4 
NR,Y18-24,T,FATALITY,SI	: 	0 	1 	2 	2 	3 
NR,Y18-24,T,FATALITY,SK	: 	2 	0 	1 	2 	1 
NR,Y18-24,T,FATALITY,UK	: 	6 	11 	13 	5 	6 
NR,Y18-24,T,GE_D4,AT	: 	7395 	7524 	7480 	7372 	9488 
NR,Y18-24,T,GE_D4,BE	: 	7369 	8270 	8331 	8206 	10594 
NR,Y18-24,T,GE_D4,BG	: 	142 	148 	141 	162 	247 
NR,Y18-24,T,GE_D4,CH	8534 	8476 	9068 	8119 	7821 	7482 
NR,Y18-24,T,GE_D4,CY	106 	130 	146 	197 	214 	232 
NR,Y18-24,T,GE_D4,CZ	: 	5361 	5354 	7372 	8193 	15010 
NR,Y18-24,T,GE_D4,DE	79532 	86164 	93877 	89496 	83754 	100154 
NR,Y18-24,T,GE_D4,DK	: 	2244 	2348 	2524 	2962 	4548 
NR,Y18-24,T,GE_D4,EE	: 	676 	632 	555 	522 	821 
NR,Y18-24,T,GE_D4,EL	: 	634 	718 	974 	1411 	2031 
NR,Y18-24,T,GE_D4,ES	: 	18697 	28275 	35858 	45482 	79373 
NR,Y18-24,T,GE_D4,EU15	: 	212118 e	266236 	293736 	287412 	360251 
NR,Y18-24,T,GE_D4,EU27	: 	230569 e	284966 	314081 	308873 	395539 
NR,Y18-24,T,GE_D4,EU28	: 	231268 e	285945 	314981 	307462 	: 
NR,Y18-24,T,GE_D4,FI	: 	42 	4236 	3754 	3470 	5742 
NR,Y18-24,T,GE_D4,FR	: 	37276 	62926 	106365 	66009 	81862 
NR,Y18-24,T,GE_D4,HR	: 	699 	979 	900 	: 	: 
NR,Y18-24,T,GE_D4,HU	: 	1818 	1583 	1748 	1771 	2549 
NR,Y18-24,T,GE_D4,IE	: 	839 	750 	1044 	775 	423 
NR,Y18-24,T,GE_D4,IT	: 	13234 	17590 	20433 	22664 	28617 
